news_id,news_title,review_title,rating,num_satisfactory
story_reviews_00269,Associated Press,AP’s evidence-free story on ‘baby box’ giveaway suggests company had an inventive marketing success,3,4
story_reviews_00270,Reuters Health,Reuters Health lays out pros and cons of high resolution screening for heart patients; skimps on study limitations,2,4
story_reviews_00271,Time,TIME’s ‘pink noise’ sleep machine story gives too-rosy account of benefits,3,5
story_reviews_00272,NPR,Can these 10 foods really ‘cut risk of early death’? NPR overstates the evidence,4,6
story_reviews_00273,ABCNews.com,"ABC News extrapolates wildly, misleads readers by claiming high intensity exercise ‘could be secret to staying young’",2,2
story_reviews_00274,Reuters Health,Reuters Health carefully hedges results of study on mild shocks for migraines,4,7
story_reviews_00275,NBCNews.com,Well-sourced Today.com story doesn’t oversell findings of study on MRIs for early autism detection,3,6
story_reviews_00276,Associated Press,AP doesn’t sugar coat harms of CAR-T therapy for lymphoma,3,7
story_reviews_00277,NPR,"Strong overall, NPR story on naltrexone for alcohol use disorder needed some numbers to describe benefits",3,6
story_reviews_00278,NBCNews.com,Heavy on anecdote and light on evidence: NBC News’s story on experimental migraine drug,3,4
story_reviews_00279,STAT,Vitamins delivered via IV: STAT wisely asks ‘where’s the evidence?’,5,8
story_reviews_00280,Associated Press,A ‘microbiome’ skin lotion tested on 5 people gets little scrutiny by AP,3,5
story_reviews_00281,The Philadelphia Inquirer,Philadelphia Inquirer is clear about the underwhelming benefits of testosterone therapy in older men,5,8
story_reviews_00282,Health Day,HealthDay’s story on stem cells for aggressive MS is upfront about death risk,3,6
story_reviews_00283,Time,TIME is upfront about new psoriasis drug’s black box warning for suicidal behavior risk,4,8
story_reviews_00284,The Wall Street Journal,"In story on vision-improving headset, WSJ left most important detail in the dark",3,6
story_reviews_00285,The Washington Post,Invasive weed kills superbugs? All we know is it might work in mice,2,4
story_reviews_00286,The New York Times,‘The most effective intervention we have:’ NY Times glosses over risks of bariatric surgery,3,4
story_reviews_00287,CNN,"In story on experimental blood test, CNN goes where few dare–the test’s sensitivity and specificity",4,7
story_reviews_00288,BuzzFeed,An app a day keeps pregnancy away? BuzzFeed’s informative look at Natural Cycles app gets a gold star,5,9
story_reviews_00289,USA Today,USA Today story on ‘FODMAP’ diet for tummy troubles gives readers plenty to bite on,4,8
story_reviews_00290,The New York Times,NY Times deftly describes findings of study on using hormone blockers for prostate cancer recurrence,4,8
story_reviews_00291,STAT,"STAT said drug ‘halved’ prostate cancer deaths, but that’s not the full picture",3,6
story_reviews_00292,Reuters,Journalism or marketing? Reuters promotes results of drug study no one has seen yet,3,5
story_reviews_00293,Health Day,"Can a breath test detect stomach cancers? HealthDay story has notes of caution, but also veers into speculation",2,3
story_reviews_00294,Reuters Health,Reuters Health provides balanced look at alternative remedies for premature ejaculation,4,8
story_reviews_00295,FoxNews.com,No original reporting: Fox News story rehashes news release for story on autism and fecal transplants,2,3
story_reviews_00296,Health Day,"HealthDay’s story on ablation for atrial fibrillation: wisely cautious, but needed more on study limitations",3,5
story_reviews_00297,NPR,NPR story on kangaroo care for newborns left us feeling fussy,3,5
story_reviews_00298,The Philadelphia Inquirer,Philadelphia Inquirer reports clearly on obesity treatments but skimps on research details,3,6
story_reviews_00299,Health Day,Are tonsillectomy guidelines too strict? HealthDay’s too-sharp angle goes beyond what studies found,3,6
story_reviews_00300,CBSNews.com,CBS barely dodges observational study trap with hot chili pepper story,3,5
story_reviews_00301,Time,‘Coffee might slow down aging?’ That’s a stretch,1,1
story_reviews_00302,The Guardian,Guardian’s look at weekend warrior study: Why no mention of (plentiful) limitations?,4,6
story_reviews_00303,Newsweek,Newsweek confuses association with causation in ‘weekend warrior’ exercise story,4,6
story_reviews_00304,Reuters Health,Reuters Health succinctly and accurately summarizes study looking at bystander CPR and survivor rates,5,8
story_reviews_00305,US News & World Report,Medical evidence for lumbar support runs counter to claims made in U.S. News & World Report story,3,6
story_reviews_00306,STAT,"By including independent viewpoints, STAT takes a more measured approach to coverage of brain cancer immunotherapy",4,7
story_reviews_00307,Time,"With no independent sources, TIME oversells brain cancer treatment",3,6
story_reviews_00308,The New York Times,"Bravo, New York Times, for using absolute risk reduction numbers in story on fish oil for asthma",4,7
story_reviews_00309,Health Day,Experimental heart failure drug: By how much did it help? HealthDay story doesn’t say,4,7
story_reviews_00310,Health Day,HealthDay story on antibiotics for ear infections is less informative than the news release,1,2
story_reviews_00311,Reuters,Reuters rehashes news release in story on deep-sea laser treatment for prostate cancer,1,2
story_reviews_00312,Vox,"Vox notes limitations of meta-analysis on starting school later, albeit not until end of story",4,8
story_reviews_00313,Reuters Health,Reuters Health briefly but aptly reports survey findings of partner-assisted skin exams for melanoma survivors,4,6
story_reviews_00314,The New York Times,Off the mark and too short: NYT blog post on older kidney donors,2,3
story_reviews_00315,NBCNews.com,NBC’s look at kangaroo care 20 years later: No mention of important research limitations,3,5
story_reviews_00316,NPR,Anecdotes outweigh evidence discussion in NPR’s report on pets and severe mental illness,3,4
story_reviews_00317,STAT,Solid but single-sourced: STAT’s coverage of Alzheimer’s drugs needed an independent voice,4,6
story_reviews_00318,CBSNews.com,Optimism and longevity: Absolute rates of death risk would have improved CBS story,3,4
story_reviews_00319,The Guardian,Guardian’s story on strobe lights: Mouse research on Alzheimer’s again finds its way to mainstream audience,2,3
story_reviews_00320,Time,Exercise leads to ‘better’ sperm? TIME story doesn’t tell us by how much,4,5
story_reviews_00321,Reuters Health,Reuters Health story on light therapy for drivers is a shining example of solid medical journalism,5,6
story_reviews_00322,Los Angeles Times,LA Times strikes the right balance by reporting evenly on both harms and benefits of ‘magic mushrooms’ for cancer patients,4,7
story_reviews_00323,STAT,STAT’s roundup of allergy treatment research needed discussion of costs,4,7
story_reviews_00324,Associated Press,AP story on skin patch sweat monitor may make readers wonder: News or marketing?,2,3
story_reviews_00325,The Wall Street Journal,Thorough WSJ report on insomnia treatments would have benefited from cost comparison,4,8
story_reviews_00326,NPR,"NPR story says older patients ‘can benefit’ from lung cancer surgery, but study didn’t show that",2,4
story_reviews_00327,Bloomberg,Bloomberg’s conflicted sources ‘love’ new cholesterol drugs — readers need to know about financial relationships with pharma,3,6
story_reviews_00328,Associated Press,Thorough and well-done: AP story on Vivitrol injections for inmates with opioid use disorder,5,8
story_reviews_00329,The Washington Post,New statin guidelines: WaPo story wisely mentions ongoing debate about their overuse,3,4
story_reviews_00330,The Philadelphia Inquirer,Zinc for stomach problems: Philly.com story only quoted people with a financial stake in supplements,3,5
story_reviews_00331,Reuters,Reuters–along with many other news sites–parrots erroneous news release on HIV testing via USB stick,2,4
story_reviews_00332,The New York Times,NYT Well blog post overstates the proven benefits of controlled breathing,2,3
story_reviews_00333,The Wall Street Journal,Fast-track treatment for hip fractures: WSJ story needed some figures to back up the claims,3,5
story_reviews_00334,USA Today,USA Today gives solid overview on uncertainties around calcium supplements and heart health,4,7
story_reviews_00335,Health Day,Gastric balloon for weight loss: HealthDay avoids hot air by balancing PR spin with skepticism from independent sources,4,8
story_reviews_00336,The Washington Post,Hookworms for asthma: Washington Post oversells preliminary research,2,3
story_reviews_00337,Associated Press,Testing cholesterol in toddlers: AP story says it ‘could help’ but study didn’t show that,4,6
story_reviews_00338,The Guardian,Guardian calls statistically insignificant study results a ‘breakthrough’ in care of children with autism,3,5
story_reviews_00339,The Wall Street Journal,WSJ story wisely includes lots of caveats on mail-order telomere tests,3,6
story_reviews_00340,CBSNews.com,CBS’s look at a preliminary trial using gene therapy needed more on downsides and unknowns,2,4
story_reviews_00341,Associated Press,PulsePoint app for cardiac arrest: AP story left us with more questions than answers,4,5
story_reviews_00342,Time,Here we go again: TIME writes about preliminary mouse research,2,3
story_reviews_00343,CNN,"Are expensive, potent anti-inflammatory drugs a future option for depression? CNN’s story needed more scrutiny of evidence",3,5
story_reviews_00344,NPR,NPR falls into the anecdotal trap with story on robotic arm for paralyzed man,3,6
story_reviews_00345,Health Day,Potential conflicts of interest abound in HealthDay’s look at Lemtrada for early stages of MS,3,5
story_reviews_00346,STAT,PARP inhibitors: STAT’s look at new ovarian cancer drugs should have established why we need more on the market,3,5
story_reviews_00347,Reuters,Reuters’ ‘New day in lung cancer’ presents overly rosy picture of Keytruda,3,5
story_reviews_00348,NBCNews.com,NBC story on severe incontinence study lacked independent sources,3,6
story_reviews_00349,The Washington Post,Experimental immunotherapy for kids with leukemia gets balanced coverage by Washington Post,5,9
story_reviews_00350,FoxNews.com,Classic disease-mongering: Fox News story on Marisa Tomei’s struggle with chronic dry eye,1,1
story_reviews_00351,The New York Times,NY Times gives little scrutiny to industry-funded eczema drug studies,3,6
story_reviews_00352,The Philadelphia Inquirer,Inquirer overstates findings of pilot study on app for post-concussion monitoring,3,3
story_reviews_00353,NPR,Benefits of walking for older adults: NPR story missed a cautionary detail,4,5
story_reviews_00354,ABCNews.com,"ABC story on stroke surgery: More needed on costs, harms, conflicts of interest",3,5
story_reviews_00355,STAT,STAT’s look at migraine drugs in development skimmed over key research details,2,4
story_reviews_00356,The Wall Street Journal,WSJ story on new nuclear-imaging tests: What about the data?,3,5
story_reviews_00357,Health Day,"New radiation guidelines for breast cancer: There’s ‘enough’ evidence, HealthDay story states, skirting specifics",4,6
story_reviews_00358,Time,TIME’s story on infants and food allergy risks overstates research findings,2,2
story_reviews_00359,Reuters,Reuters mostly rehashes a news release for story on light box therapy for low-male libido,2,3
story_reviews_00360,The Guardian,The Guardian’s look at an inhaler to protect lungs from air pollution borders on puffery,3,6
story_reviews_00361,NBCNews.com,Surgery instead of reading glasses? NBC’s look at new implant leaned hard on one patient anecdote,3,5
story_reviews_00362,The Wall Street Journal,Battling ‘super lice:’ WSJ story provides solid overview on the treatment options,5,9
story_reviews_00363,Associated Press,AP’s look at baseline concussion testing for student athletes lacked critical eye,3,5
story_reviews_00364,Time,Benefits of infrared saunas: TIME story needed to turn up the heat,2,4
story_reviews_00365,The Washington Post,Washington Post story on cord blood transplants for cancer: Too many anecdotes and not enough evidence,2,3
story_reviews_00366,CBSNews.com,CBS story on water-based physical therapy stays in the shallow end,2,4
story_reviews_00367,Health Day,HealthDay does a good job reporting on study of long-term weight loss after bariatric surgery,4,7
story_reviews_00368,NPR,"Unlike many other news sites, NPR resists overstating results of Alzheimer’s study",4,6
story_reviews_00369,The New York Times,Hormone replacement for menopause: Times’s attempt to clarify may confuse further,2,3
story_reviews_00370,Newsweek,"Well-written, Newsweek’s look at blood tests for mental illnesses needed more hard data",3,5
story_reviews_00371,Bloomberg,Bloomberg’s story on virtual reality for pain control was a little too rosy,4,7
story_reviews_00372,STAT,Powerful patient video anecdote in STAT’s story overshadows realities of new treatment for essential tremor,4,7
story_reviews_00373,Los Angeles Times,Breast density and mammograms: LA Times story leans hard on news release,3,4
story_reviews_00374,Vox,A pat on the back to Vox for excellent reporting on melatonin,5,9
story_reviews_00375,The Wall Street Journal,"Medicating kids with ADHD keeps them safer? Not so fast, Wall Street Journal",3,3
story_reviews_00376,Health Day,HealthDay story misleads by making osteoporosis study sound like it compared two drugs,4,7
story_reviews_00377,NPR,When worms are the clickbait: NPR story confuses more than informs,3,5
story_reviews_00378,The Guardian,Guardian’s reporting on side effects of drugs for bipolar disorder hits many key points,4,8
story_reviews_00379,Medical Daily,‘Alzheimer’s disease can be fully cured:’ Medical Daily story is a forehead-slapper,2,4
story_reviews_00380,NBCNews.com,NBC says Zika vaccine trial has ‘striking results’ but it hasn’t even been tested in people yet,3,5
story_reviews_00381,Reuters,"In just a few short paragraphs, Reuters story covers a lot of ground on asthma pill",4,7
story_reviews_00382,Medical Daily,‘Game changer’ finds it way into poorly reported story on asthma pill still in development,1,1
story_reviews_00383,FiveThirtyEight,Excellent job by FiveThirtyEight on why at-home colon cancer tests are a good screening option,5,10
story_reviews_00384,Time,"Fish oil after a heart attack: TIME misses the mark by leaving out harms, study limitations",3,5
story_reviews_00385,The Washington Post,Washington Post story on PTSD treatment ignores evidence in favor of detailed patient anecdote,3,6
story_reviews_00386,Associated Press,Can exercise ‘undo’ sedentary harms? AP story makes observational data sound definitive,4,5
story_reviews_00387,FoxNews.com,Allergy-fighting toothpaste? Yet another single-source Fox News story that reads like sponsored content,2,4
story_reviews_00388,Medical Daily,"Leaning heavily on news release, story on anxiety therapy for children lacks crucial context",2,2
story_reviews_00389,Reuters,More backstory needed on study of ‘brain training’ benefits for dementia,3,5
story_reviews_00390,BuzzFeed,Fitbit and fertility: Not enough caution or context on 5-woman study,2,4
story_reviews_00391,The New York Times,NYT blog post on sugar’s effect on heart disease markers was a little too short and sweet,3,4
story_reviews_00392,USA Today,USA Today injects a vital dose of scrutiny to story on ‘dry needling’ for pain,4,8
story_reviews_00393,ABCNews.com,ABC’s look at treating PTSD with virtual reality: Classic example of anecdote over evidence,1,2
story_reviews_00394,The Wall Street Journal,Kudos to WSJ for giving thorough look at ‘Heimlich alternative’ devices for choking victims,5,10
story_reviews_00395,CBSNews.com,CBS story on stem cells and root canals inflates the benefits and ignores the risks,2,3
story_reviews_00396,Health Day,News release and HealthDay create perfect storm of misinformation on statins and cancer,3,4
story_reviews_00397,The New York Times,"Cavity-fighting liquid for kids: Nice story, but what does the medical evidence show?",4,8
story_reviews_00398,STAT,STAT’s story on postpartum depression drug– ‘a paradigm shift’ that needed more scrutiny,4,6
story_reviews_00399,Reuters,‘This is a game changer:’ Reuters story on new dissolvable stent borders on giddy,3,6
story_reviews_00400,Associated Press,AP takes pains to point out lack of long-term data for new dissolvable stent,4,8
story_reviews_00401,The Wall Street Journal,WSJ story on prostate cancer treatment test leaves us wondering: Why no independent viewpoints?,4,7
story_reviews_00402,The Washington Post,Platelet-rich plasma for rotator cuff tears: Washington Post’s story gave us aches and pains,3,5
story_reviews_00403,CNN,"CNN can’t resist lure of early-phase ALS stem cell research, but keeps tone moderate",4,8
story_reviews_00404,Bloomberg,Bloomberg story on fiber benefits hinges on unpublished data from a private fitness app,4,6
story_reviews_00405,The Wall Street Journal,Texting to ‘prevent heart attacks:’ WSJ overstates scope of study,4,7
story_reviews_00406,Time,It’s never OK to use ‘groundbreaking treatment for strokes’ when it’s never been tested in people,4,6
story_reviews_00407,The Washington Post,Inducing at 39 weeks: Washington Post story mystifies more than clarifies,3,6
story_reviews_00408,Associated Press,Google Glass for autism: AP story is shortsighted on evidence,3,6
story_reviews_00409,CBSNews.com,CBS News story on Alzheimer’s treatment follows familiar formula,2,3
story_reviews_00410,US News & World Report,U.S. News & World Report story on proton beam radiation left out the evidence,4,8
story_reviews_00411,NBCNews.com,NBC News takes level-headed approach covering ‘Jimmy Carter drug’ for lung cancer,4,8
story_reviews_00412,Health Day,Colon cancer screening news: HealthDay’s story missed opportunity to go beyond news release,4,7
story_reviews_00413,Reuters,Independent source and costs: All that’s missing from otherwise solid Reuters story on Victoza,4,8
story_reviews_00414,Slate,Several errors mar Slate’s story on antidepressant use in kids,2,4
story_reviews_00415,NPR,Scientist’s quest to fight cancer: Captivating story from NPR overlooked limitations,3,6
story_reviews_00416,The Philadelphia Inquirer,Thorough story on underuse of new ovarian cancer tests needed a few more numbers,4,8
story_reviews_00417,The Wall Street Journal,WSJ story speculates about benefits of non-existent ‘polypill’ to treat age-related diseases,1,2
story_reviews_00418,Vox,Thorough and informative: Vox’s story on stem cell therapy for multiple sclerosis,5,9
story_reviews_00419,STAT,Well done: STAT story on extended use of aromatase inhibitors for breast cancer,5,9
story_reviews_00420,The Guardian,Guardian hypes possible blood test for depression as ‘breakthrough’,2,3
story_reviews_00421,Medical Daily,Medical Daily story on stem cells for stroke needed injection of independent viewpoints,3,5
story_reviews_00422,Health Day,More succinct data needed in HealthDay story on lowering catheter-associated urinary tract infection rates,4,5
story_reviews_00423,Reuters,Reuters story on new drug for excessive sweating was less informative than the news release,2,3
story_reviews_00424,The Wall Street Journal,WSJ story on eczema drug trials bereft of study design details,3,6
story_reviews_00425,The Guardian,Research on statins for breast cancer: The Guardian mischaracterizes results as possible ‘valuable’ treatment,2,4
story_reviews_00426,Associated Press,AP story on chest-protecting athletic gear skims over evidence,3,4
story_reviews_00427,FoxNews.com,"With no apparent news hook, it’s unclear why Fox News is discussing embryo screening",2,3
story_reviews_00428,The Wall Street Journal,WSJ’s look at apps and wearables for ‘text neck’ takes a measured approach,4,7
story_reviews_00429,CBSNews.com,CBS News story hypes unproven stem cell treatment for spinal cord injury,2,3
story_reviews_00430,The Philadelphia Inquirer,New surgical method for uterine fibroids gets thorough look by Inquirer,4,8
story_reviews_00431,NBCNews.com,"Except for presidential anecdote, NBC story on new melanoma drug was well-balanced",5,9
story_reviews_00432,The Guardian,"Guardian predicts end to insulin shots based on rehashed news release, mouse research",2,3
story_reviews_00433,Reuters,Reuters story on oral insulin trial needed sources beyond drug company CEO,3,5
story_reviews_00434,Reuters,Reuters jumps the gun on 12-patient trial to test safety of ‘magic mushrooms’,3,6
story_reviews_00435,NPR,Deep brain stimulation for dementia: NPR’s positive tone not matched by evidence,2,4
story_reviews_00436,CBSNews.com,CBS’s same-day hip replacement story makes it sound like a new procedure,2,4
story_reviews_00437,NPR,Higher BMI is healthier? NPR story makes well-documented ‘obesity paradox’ sound new,3,4
story_reviews_00438,Time,Fruit and breast cancer risk: TIME leaves out key data details,3,3
story_reviews_00439,NBCNews.com,‘Facelift in a bottle:’ Incomplete NBC coverage reads too much like the news release,2,4
story_reviews_00440,The New York Times,‘Second skin’ needs a second look: Times coverage thin on evidence for new wrinkle approach,3,6
story_reviews_00441,Health Day,HealthDay story wisely includes harms of nocturia drug for older adults,4,8
story_reviews_00442,Time,‘Eat this carb and you won’t gain weight’–TIME story leaves readers hungry,3,4
story_reviews_00443,Vox,Vox knocks it out of the park with well-done story on new device for menstrual pain,5,9
story_reviews_00444,NPR,"Online program to prevent depression: Solid effort by NPR, though a key limitation was overlooked",3,5
story_reviews_00445,Los Angeles Times,LA Times story mischaracterizes studies on intestinal microbiome,3,3
story_reviews_00446,The Wall Street Journal,"Personal anecdotes overwhelm cautionary details in WSJ story on ayahuasca, a Peruvian hallucinogenic concoction",4,7
story_reviews_00447,Newsweek,"With no discussion on limits of animal research, Newsweek story adds to hype on gene therapy",3,6
story_reviews_00448,CBSNews.com,"Strong on sources, weak on data: CBS story on using marijuana for painkiller addictions",3,5
story_reviews_00449,Medical Daily,Medical Daily story on Mediterranean diet study mostly echoes news release,3,4
story_reviews_00450,ABCNews.com,"ABC joins bandwagon, puts rosy spin on stem cell therapy, this time for muscular dystrophy",2,3
story_reviews_00451,Reuters Health,Reuters Health story wisely notes limitations of NEJM study on treating mini-strokes,3,5
story_reviews_00452,NBCNews.com,NBC story built around one patient’s amazing stroke recovery; skimps on data suggesting result is unusual,2,3
story_reviews_00453,The Boston Globe,"Globe story on experimental autism treatment is all anecdote, no data",3,4
story_reviews_00454,The Philadelphia Inquirer,Philly physician Q&A hits many key points on newer allergy treatments,4,7
story_reviews_00455,Health Day,HealthDay story overstates scope of mammography screening study in younger women,2,2
story_reviews_00456,BuzzFeed,BuzzFeed oversells benefits of experimental technology used on paralyzed man,4,5
story_reviews_00457,NBCNews.com,"Solid effort by NBC on saturated fat study, though story lacked hard numbers on findings",5,6
story_reviews_00458,The Washington Post,WaPo story generalizes findings of small study on mice to pregnant women,2,2
story_reviews_00459,CBSNews.com,Aspirin report from CBS doesn’t go much beyond the news release,4,5
story_reviews_00460,STAT,An array of sources make this STAT story on aspirin task force recommendations very strong,5,8
story_reviews_00461,CBSNews.com,Walnut-cholesterol study needed more scrutiny in CBS story,3,4
story_reviews_00462,Reuters,Stem cell therapy for heart failure: Reuters story covers most of the bases,4,7
story_reviews_00463,NBCNews.com,"‘Baby deadline test’ story on NBC News: heavy on anecdotes, light on evidence",2,4
story_reviews_00464,Health Day,Acupuncture for hot flashes in breast cancer patients: Story left out past study findings,3,5
story_reviews_00465,Time,Blood tests for concussions: TIME leaves out key details on study results,3,5
story_reviews_00466,The Washington Post,WaPo leans hard on news release for story on meditation and back pain,4,7
story_reviews_00467,US News & World Report,Rehab needed for U.S. News & World Report story on cardiac rehab,3,4
story_reviews_00468,The Wall Street Journal,"Just in time for Easter, bunny research reported as evidence of broccoli’s benefits",2,3
story_reviews_00469,Los Angeles Times,"Quitting cold turkey–strong coverage from LA Times, except for lack of independent sources",4,7
story_reviews_00470,NPR,NPR trend piece on fluoride treatments in adults should have drilled into hard evidence,4,6
story_reviews_00471,FoxNews.com,Fox News story on gastric balloon: more superficial news that reads like paid content,2,3
story_reviews_00472,CBSNews.com,CBS story on stem cell surgery for cataracts kept hype in check but lacked key study details,4,7
story_reviews_00473,FoxNews.com,Fox News story on air quality device reads like sponsored content,2,4
story_reviews_00474,CNN,CNN story on fasting diet study veers into clickbait territory,3,5
story_reviews_00475,CNN,False balance in CNN coverage of female sexual dysfunction: anecdotes given equal weight as systematic evidence review,2,3
story_reviews_00476,Reuters,Interesting but evidence-free story on ibuprofen skin patch,3,5
story_reviews_00477,BuzzFeed,Vaginal ring for HIV prevention: a few details would have elevated good coverage to great,3,6
story_reviews_00478,The Wall Street Journal,"Informative, intelligent coverage of osteoporosis drug tradeoffs",5,8
story_reviews_00479,Health Day,Acupuncture for fibromyalgia: a few small details would’ve improved a strong story,4,8
story_reviews_00480,Associated Press,Good AP story well told about research to help preemies,3,6
story_reviews_00481,FoxNews.com,ADHD treatment news via lone anecdote more advertising than journalism,1,1
story_reviews_00482,BuzzFeed,Independent voices boost coverage of potential opioid addiction treatment,4,7
story_reviews_00483,Reuters Health,Outside commentary adds clarity to story on potential jet lag therapy,5,9
story_reviews_00484,CNN,Story on light-based jet lag research goes dark on some key issues,3,5
story_reviews_00485,The Wall Street Journal,"Excellent sourcing, but questionable anecdotes, for WSJ piece on same-day hip replacement",2,4
story_reviews_00486,The New York Times,Transferring Mom’s bacteria to C-section babies — but what if the bugs aren’t all friendly?,5,7
story_reviews_00487,NPR,How big is the reduction in breast cancer risk linked to a high-fiber diet? 16 percent or 0.2 percentage point?,3,3
story_reviews_00488,CBSNews.com,Multiple perspectives elevate CBS coverage of diet-breast cancer link,3,4
story_reviews_00489,STAT,Sexy but not sensational: STAT strikes the right balance on stem cell diabetes approach,4,7
story_reviews_00490,The Boston Globe,New drug candidate yields “significant weight loss” — but what does that mean?,3,6
story_reviews_00491,Reuters Health,"Saturday sleep-ins help prevent diabetes? Small, preliminary study got more attention than it deserved",4,5
story_reviews_00492,CBSNews.com,“Just add water” for student weight loss? Strong CBS report missed on costs and study limitations,4,6
story_reviews_00493,The Guardian,Stem cells for MS: “remarkable” testimonials risk raising false hopes,2,3
story_reviews_00494,US News & World Report,Weak story on possible new cancer approach passes along news release claims uncritically,2,3
story_reviews_00495,The New York Times,"Thorough, thoughtful coverage of Task Force’s final mammogram recommendations",5,9
story_reviews_00496,The Washington Post,Informative report on mammogram recommendations could have quantified lives saved,4,7
story_reviews_00497,The Guardian,"The Guardian’s bad hair day: No, cortisol in hair can’t “reveal future mental health risk” in children",2,2
story_reviews_00498,FoxNews.com,Fox story advertises unproven stem cell therapy for COPD,1,2
story_reviews_00499,Health Day,US News “Best Diets” release rehashed as HealthDay story,2,3
story_reviews_00500,NPR,Tacos and neural tube defects: NPR deftly explains the connection,4,7
story_reviews_00501,Health Day,Newer blood pressure meds “as good as old ones” — but at doing what exactly?,3,5
story_reviews_00502,The Washington Post,A gloss over costs in coverage of competing blood pressure meds — but also some strengths,4,8
story_reviews_00503,The New York Times,Got yoga? Generally thorough Times report doesn’t quantify size of bone health benefits,4,7
story_reviews_00504,The New York Times,Times overstates risks of planned vs. unplanned C-sections,4,7
story_reviews_00505,The Wall Street Journal,WSJ reports: Milk collected at night makes mice sleepy,3,4
story_reviews_00506,Health Day,"Marijuana oil and epilepsy: HealthDay underscores perils of uncontrolled, unblinded studies",4,7
story_reviews_00507,The Washington Post,Post lays out limitations of study showing longer survival with breast cancer surgery,4,7
story_reviews_00508,CBSNews.com,CBS cures two diseases in one 400-word story,1,2
story_reviews_00509,FoxNews.com,"Fox offers balanced look at infertility treatment alternative, but why is this news now?",3,6
story_reviews_00510,The Philadelphia Inquirer,A device to help people with panic attacks breathe easier? Inquirer gives readers the low-down,5,9
story_reviews_00511,The Washington Post,Should light therapy be recommended for depression in general — not just in winter?,4,6
story_reviews_00512,CNN,Could coffee “literally be a lifesaver”?,3,4
story_reviews_00513,STAT,Will drinking coffee extend your life? STAT delivers a 5-star answer,5,8
story_reviews_00514,Health Day,HealthDay carefully describes link between breastfeeding and preemie eye disease,5,5
story_reviews_00515,The Wall Street Journal,"WSJ whiffs on meaningful aspects of new melanoma drug approval — including $17,600/month price tag",2,3
story_reviews_00516,The Boston Globe,Coverage of “huge achievement” reported at news conference lacked context and a restraining voice,3,4
story_reviews_00517,The Philadelphia Inquirer,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,5,10
story_reviews_00518,Health Day,Have better diets “saved more than one million people from dying”?,4,6
story_reviews_00519,Associated Press,Uneven coverage of web-based suicide prevention program for doctors,3,5
story_reviews_00520,NPR,Textured look at one health system’s relentless suicide prevention efforts,4,7
story_reviews_00521,The Boston Globe,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,3,6
story_reviews_00522,Time,Is sugar “definitely toxic”?,5,7
story_reviews_00523,The New York Times,Thorough look at underuse of long-term reversible contraceptives,5,9
story_reviews_00524,Reuters,News release-based story on cancer drug lacks most of what readers need,2,4
story_reviews_00525,CBSNews.com,Optimistic coverage of “portable gluten test” lacks some key context,3,5
story_reviews_00526,US News & World Report,Evidence overstated in coverage of drug to reduce blood transfusions,4,7
story_reviews_00527,The New York Times,Times explores impact of integrated care model for schizophrenia treatment,4,7
story_reviews_00528,Vox,How good is the flu shot? Vox delivers an exemplary answer,5,10
story_reviews_00529,Los Angeles Times,"“Wine can help” those with type 2 diabetes, says LA Times, but benefits aren’t quantified (and are actually quite small)",3,5
story_reviews_00530,The Wall Street Journal,Careful look at tradeoffs involved with double knee replacement,5,9
story_reviews_00531,Health Day,Kids after cancer treatment? HealthDay breaks down evidence on ovarian transplant procedure,4,8
story_reviews_00532,FoxNews.com,The blind shall “see”: Fox promotes new visual aid with one woman’s glowing testimonial,3,5
story_reviews_00533,The New York Times,Optimal balance of competing views on value of CT heart scans,4,8
story_reviews_00534,The Boston Globe,Deep dive into the ethics and evidence underlying genetic testing in depression treatment,5,9
story_reviews_00535,US News & World Report,US News story confused about difference between rats and people,1,1
story_reviews_00536,The Wall Street Journal,Home birth vs. hospital: Strong WSJ evaluation of new UK guidelines,4,8
story_reviews_00537,Associated Press,A test that identifies women with breast cancer who can “skip chemo”? AP thoroughly analyzes the claim,5,9
story_reviews_00538,NPR,Ketamine for depression: NPR coverage leans too heavily on proponents,3,6
story_reviews_00539,The New York Times,"With just 226 words, NYT can’t deliver needed context on Alzheimer’s agitation study",3,5
story_reviews_00540,FoxNews.com,A bowlful of ‘super berry’ claims backed by zero evidence,2,3
story_reviews_00541,NPR,Texting your way to heart health? NPR thoroughly examines the evidence,5,8
story_reviews_00542,Chicago Tribune,Useful details in reporting on vaccine treatment for precancerous cervical lesions,0,7
story_reviews_00543,The Wall Street Journal,Ginger for allergies? Pretty good brief about a mouse study is missing a few key elements,4,6
story_reviews_00544,Reuters,A diabetes drug that “slashes deaths 32 pct” — what does that really mean?,3,6
story_reviews_00545,NPR,"Strong overall, NPR report on aspirin for heart protection would have benefited from more numbers",4,7
story_reviews_00546,The Washington Post,Nuanced portrait of evidence on prevention benefits of vitamin D,5,9
story_reviews_00547,Time,Resveratrol “may slow Alzheimer’s”? Not really,2,3
story_reviews_00548,CNN,"Over-the-top headline aside, CNN frames resveratrol/Alzheimer’s study in cautious, accurate language",5,8
story_reviews_00549,Bloomberg,Bloomberg “liquid biopsy” story nods to “skepticism” in headline,4,7
