word,log_odds_ratio
expectations,0.22109
expected,0.6755
expects,1.48696
expense,1.29399
expensive,0.49253
experience,0.95001
experienced,0.65681
experiences,0.42398
experiencing,2.05995
experiment,0.82276
experimental,0.75217
experiments,0.57641
expert,0.46006
experts,0.53171
explain,0.66811
explained,0.7832
explains,0.54721
explanation,0.55011
explore,1.61438
explored,0.73504
exploring,0.92077
expose,0.64286
exposed,0.55803
exposing,0.51301
exposure,1.05563
expressed,0.81251
extend,0.90172
extended,0.35153
extends,0.28521
extensive,0.2533
extent,0.34774
external,1.29399
extra,0.37109
extract,0.66404
extracted,2.16274
extracts,1.14815
extreme,0.64133
extremely,0.95975
eye,0.98864
eyes,1.26796
face,0.55848
facebook,0.38924
faced,1.13091
faces,1.4128
facial,2.98276
facilities,0.93784
facility,0.79224
facing,0.77271
fact,0.90501
factor,0.47977
factors,0.75842
facts,0.46692
faculty,1.47863
faeroe,0.79224
fail,1.46031
failed,0.88
fails,1.61938
failure,0.90599
fairly,0.38924
fake,0.31968
falkland,0.79224
fall,0.56041
falling,2.60776
falls,0.51301
false,0.30662
familiar,1.37327
families,0.63666
family,1.02779
far,0.71963
farber,0.85837
fare,0.39444
fared,0.42521
fashion,0.96748
fashioned,1.10661
faso,0.79224
fast,0.73395
faster,0.9362
fasting,0.85928
fat,0.62942
fatal,0.51434
father,0.73391
fatigue,1.02235
fats,1.09394
fatty,0.49512
favor,0.31677
favorable,0.14999
favorite,1.10661
fda,0.94569
fear,0.96685
feared,0.28521
fears,0.48718
feasible,0.85928
feature,6.09677
features,1.5129
feb,1.3011
february,1.0141
fecal,0.39444
fed,1.81849
federal,0.70175
federally,0.85867
federation,0.64209
feed,0.28369
feedback,1.72961
feeding,0.39444
feel,0.94173
feeling,0.91154
feelings,0.51092
feels,0.79698
fees,0.4519
feet,1.53971
feinberg,0.77271
fell,0.29979
fellow,1.70536
felt,1.05236
female,1.1767
fertile,0.64362
fertility,1.29783
fertilization,0.51404
fetus,0.5698
fever,1.10799
fewer,0.70388
fiber,0.77124
fibers,0.18259
fibrillation,1.03248
fibromyalgia,0.85897
fibrosis,0.64362
field,0.65175
fifth,0.85867
fight,1.3862
fighting,0.80222
figure,0.76674
figured,0.67565
figures,0.39444
figuring,0.64362
fiji,0.79224
file,3.25236
filed,0.85928
fill,2.08276
filled,0.50882
filling,0.57163
final,0.85621
finally,0.73599
financial,0.62045
find,0.7485
finding,1.0207
findings,0.99484
finds,0.65787
fine,0.91365
finger,0.77271
fingers,0.51404
finish,0.28521
finished,0.64286
finland,0.49086
fire,0.31968
firm,1.4386
first,0.89427
fish,0.83779
fit,0.19863
fitness,1.03276
fits,0.90962
five,0.67539
fix,0.91991
fla,0.4772
flare,1.7265
flash,0.42766
flashes,0.80222
flavonoids,0.64362
flawed,0.51404
flexible,0.28369
flight,1.10661
floor,0.46692
florida,0.97831
flow,1.11869
flu,0.8958
fluid,0.76674
fluids,1.29274
focus,0.62217
focused,0.86544
focuses,0.73391
focusing,1.00358
fold,0.59291
folder,0.79224
folic,0.64286
folks,0.64286
follow,0.6254
followed,0.60357
following,1.01202
follows,0.46692
food,0.67209
foods,0.72707
foot,0.5698
force,0.66552
forced,0.96748
forces,0.28521
foreign,0.79224
forest,1.10661
forever,0.17028
forget,0.85867
form,0.83981
formally,1.10661
formation,1.20731
formed,0.39444
former,0.46873
forming,0.42766
forms,1.54516
formula,0.75639
fortified,0.1968
forty,0.96748
forward,1.42496
fosamax,0.51404
found,0.91706
foundation,0.76286
founded,0.51197
founder,0.78344
four,0.74797
fourth,0.59029
fox,0.85928
foxnews,7.24187
fraction,0.85897
fracture,0.80434
fractures,0.78214
france,0.88745
francisco,0.47972
frank,0.59291
fred,0.85897
free,0.59735
freeze,1.7265
freezing,0.23297
french,0.82613
frequency,1.17864
frequent,0.63587
frequently,0.57342
fresh,0.61442
friday,0.85714
friend,0.94997
friendly,0.51404
friends,0.93676
front,1.09766
frozen,0.85867
fruit,1.92898
fruits,0.78863
frustrated,0.70188
frustrating,0.46692
fuel,1.4128
full,0.73743
fully,0.35776
function,1.08133
functional,0.99234
functioning,0.99234
functions,1.10799
fund,0.85867
funded,0.58214
funding,0.77527
funds,1.10661
furthermore,0.42766
futuna,0.79224
future,0.80805
gabon,0.79224
gain,0.37165
gained,0.58205
gaining,0.79224
gains,1.72961
gambia,0.79224
game,1.143
games,1.29274
gap,1.03262
gardner,0.82276
gary,0.48054
gas,1.65181
gastric,0.4519
gastroenterology,1.29399
gastrointestinal,1.0497
gather,0.64362
gathering,0.64362
gave,0.5372
gel,0.80434
gels,0.51404
gender,0.90962
gene,1.04195
genentech,0.46692
general,0.60627
generally,0.58672
generate,1.55536
generated,0.48054
generating,0.25648
generation,0.77725
generic,0.22275
generically,0.57163
genes,0.83885
genetic,1.24135
genetically,0.61442
genetics,0.7316
gentle,2.16274
george,0.39185
georgetown,0.21338
georgia,0.66897
german,0.81251
germany,0.98246
get,0.65046
gets,0.57163
getting,0.57758
getty,0.85526
ghana,0.79224
giant,0.85897
gibraltar,0.79224
girl,0.96727
girls,0.71837
give,0.60286
given,0.78233
gives,1.01015
giving,0.4918
gland,1.443
glass,0.71837
glaxosmithkline,0.38316
global,1.0141
globally,0.85867
globe,0.1968
glucose,1.25997
gluten,2.60086
go,0.84065
goal,1.27127
goals,0.74892
god,0.57163
goes,0.65787
going,0.51119
gold,0.7069
gone,0.79005
good,0.70994
gordon,0.51197
got,0.65357
gotten,0.73276
gov,0.55011
government,0.44167
grade,0.77124
gradual,0.28521
gradually,0.49301
graduate,1.65181
grail,4.81996
grain,1.03248
grains,0.85745
gram,0.46692
grams,1.1246
grant,0.58205
granted,0.64362
grants,0.80434
grapes,2.16274
grateful,0.57163
gray,0.81838
great,0.90932
greater,1.00896
greatest,0.85745
greatly,0.44407
greece,0.68547
green,0.65435
greenland,0.73504
gregg,0.18259
gregory,0.96748
grenada,0.79224
grenadines,0.79224
grew,1.16436
grim,0.28521
grocery,0.70188
groin,3.65204
ground,1.55896
group,0.75675
groups,0.69367
grow,0.8543
growing,0.63272
grown,1.0635
grows,0.92077
growth,0.68133
growths,0.80434
guadeloupe,0.79224
guam,0.79224
guarantee,0.25648
guatemala,0.79224
guess,0.64286
guiana,0.79224
guidance,0.28369
guide,1.35155
guided,1.29336
guidelines,0.51015
guinea,0.60382
gum,0.25648
gut,0.68276
guy,1.29274
guyana,0.79224
gym,0.57163
gynecologist,1.14815
gynecologists,0.36461
gynecology,0.82276
habit,0.38316
habits,0.74095
hailed,0.64362
hair,0.71837
haiti,0.79224
half,0.68347
hall,0.85928
hallmark,0.85897
hallucinations,0.70188
halt,1.29336
halted,0.21338
hand,0.54217
handful,0.35043
handle,1.14815
hands,0.46235
happen,0.8869
happened,0.56609
happening,0.12102
happens,0.5574
happier,1.10661
happy,1.03304
harbor,1.29274
hard,0.72398
harder,0.62045
hardly,0.57163
harm,0.58223
harmful,0.62198
harmless,0.36596
harms,0.2117
harvard,0.57992
hdl,1.0635
head,0.92568
headache,0.99888
headaches,0.91365
headed,0.85928
heads,0.27186
heal,1.36591
healed,0.64362
healing,0.7443
health,0.53832
healthcare,0.47113
healthday,1.00237
healthful,0.64362
healthier,0.65202
healthy,0.98348
healy,0.79224
hear,0.71378
heard,0.77725
hearing,0.77124
heart,0.71169
heartbeats,1.7265
hearts,1.37327
heat,0.53936
heavily,0.80434
heavy,0.55033
height,0.39444
held,1.08957
helena,0.79224
help,0.94939
helped,0.54906
helpful,0.28711
helping,0.91723
helps,0.71301
hematology,0.25648
henry,0.4519
hepatitis,0.70188
herbal,0.53936
herbs,0.25648
herzegovina,0.79224
hidden,0.70188
hide,1.7265
high,0.63745
higher,0.57034
highest,0.72687
highlight,1.7265
highlights,0.68547
highly,0.74831
hill,0.40353
hip,1.23974
hips,0.28521
histories,0.21338
history,0.88943
hit,0.8969
hits,0.17028
hitting,0.64362
hiv,0.51197
hold,0.57978
holding,0.60382
holds,1.29847
hole,1.10661
holy,1.74236
home,0.98385
homes,0.64362
honduras,0.79224
hong,0.94997
hope,1.13972
hoped,0.63901
hopeful,0.71837
hopefully,1.14943
hopes,0.72867
hoping,0.60361
hopkins,0.97262
horizon,0.57163
hormonal,0.42275
hormone,0.77562
hormones,1.05383
hospital,0.67475
hospitalization,0.42644
hospitalizations,0.79224
hospitalized,0.75639
hospitals,0.78067
host,0.90962
hot,1.05787
hour,0.92815
hours,0.95513
house,1.16436
houston,0.9276
howard,0.39444
however,0.50309
hpv,0.23297
huge,0.63106
human,0.86112
humans,1.01036
hundred,0.38316
hundreds,0.37516
hungary,0.79224
hunger,1.47863
hurdles,0.23297
hurt,1.05254
husband,0.95479
hygiene,0.77271
hyperactivity,1.72961
hypertension,0.76976
hypoglycemia,1.85225
hypothesis,0.38316
ian,0.96748
ibuprofen,0.34128
ice,0.85897
iceland,0.79224
idea,0.58758
ideal,1.15072
ideally,0.14154
ideas,0.28521
identical,1.61938
identified,0.8663
identify,1.90025
identifying,1.0141
ignore,1.10661
ii,1.54776
iii,0.64133
ill,0.85745
illegal,0.28521
illinois,0.46692
illness,0.92617
illnesses,0.85745
image,0.84049
images,1.3741
imagine,0.90962
imaging,1.12459
immediate,0.57246
immediately,0.68542
immune,0.83887
immunity,0.51301
immunology,0.94997
immunotherapy,1.09394
impact,0.74968
impacts,0.51404
impaired,1.13091
impairment,0.83267
imperial,2.22747
implant,1.29913
implantable,1.03248
implantation,1.72961
implanted,0.89397
implanting,0.51404
implants,1.00358
implicated,0.28521
implications,0.68276
importance,1.01703
important,0.6045
importantly,1.5129
impossible,0.37702
impotence,1.14815
impressed,0.34128
impressive,0.54721
improve,1.05837
improved,0.83122
improvement,0.7428
improvements,0.8663
improves,1.09766
improving,1.07854
impulses,1.29399
inactive,0.34774
inc,0.93328
incentive,0.57163
inch,2.22747
incidence,0.69089
incision,1.79257
include,0.59242
included,0.84719
includes,0.58769
including,0.6512
inconclusive,0.51404
inconsistent,0.64286
incontinence,1.48276
incorrectly,0.42766
increase,0.79235
increased,0.77681
increases,0.78489
increasing,0.59184
increasingly,1.03363
incredibly,0.85867
incurable,1.47863
indeed,0.62045
independent,0.5574
independently,1.7265
index,0.9449
india,0.63978
indiana,0.23297
indicate,0.81306
indicated,0.85745
indicates,0.85745
indicating,1.03262
indication,1.50577
indications,1.17481
indicator,0.51301
individual,0.6467
individually,0.51404
individuals,1.10571
indonesia,0.73504
induce,0.34128
induced,1.80179
industry,0.62262
ineffective,1.20731
inexpensive,0.81838
infancy,0.57163
infant,0.54721
infants,0.77725
infected,1.10799
infection,0.81982
infections,0.66488
infectious,0.26226
infertility,1.07602
inflamed,1.94742
inflammation,0.89518
inflammatory,0.88
influence,0.30717
influenced,0.55011
influenza,1.43826
inform,0.70188
information,0.9341
informed,0.55628
infusion,0.69996
infusions,0.14154
ingredient,0.79698
ingredients,0.40996
inhaled,1.4128
inherited,0.60382
inhibit,0.77271
inhibitor,0.94997
inhibitors,0.77393
inhibits,1.14815
initial,0.72197
initially,0.66811
initiative,0.64056
inject,1.73276
injectable,0.64209
injected,0.97978
injecting,1.20731
injection,0.63508
injections,0.50131
injured,1.08802
injuries,0.42275
injury,0.546
innovation,0.99242
innovative,0.96727
insert,1.81849
inserted,1.39497
inserting,0.79224
insertion,1.7265
inside,0.91469
insomnia,0.39185
instance,0.67569
instead,0.69979
institute,0.70369
institutes,0.82926
institution,1.7265
institutions,0.64286
instructed,0.28369
instructions,0.85897
instruments,1.47863
insufficient,0.1968
insulin,1.26796
insurance,0.58543
insurers,0.32079
intact,0.28521
intake,0.24319
integrative,2.60086
intelligence,4.56882
intended,0.40996
intense,0.59029
intensity,2.05206
intensive,0.28063
interact,0.42766
interaction,1.48276
interactions,1.29336
intercourse,1.85225
interest,0.97392
interested,0.42151
interesting,0.93089
interestingly,0.70188
interfere,0.94997
interfering,0.77271
interleukin,0.51404
intermediate,1.29274
intermittent,0.28521
internal,0.47934
international,0.8406
internet,0.17028
internist,0.92077
interpret,0.28521
interpretation,0.96748
interval,2.60086
intervals,1.07602
intervention,0.94842
interventional,0.80434
interventions,0.56609
interview,0.93506
interviewed,0.96748
interviews,0.51404
intestinal,1.07602
intestine,1.20731
intravenous,0.64056
intriguing,0.40366
introduced,0.80434
introducing,2.16274
introduction,0.79224
invalid,0.36962
invasive,1.29859
invented,2.6043
investigate,0.85837
investigated,0.55628
investigation,0.9449
investigational,1.47863
investigator,0.62262
investigators,0.5574
investment,0.39444
investors,0.39444
involve,0.81306
involved,0.43834
involvement,0.64362
involves,1.28567
involving,0.60472
iowa,1.10661
ipilimumab,1.03248
iran,0.73504
iraq,0.85867
ireland,0.96727
iron,0.64362
irregular,1.48276
irritable,2.94006
irritation,0.68547
irvine,0.64362
ischemic,0.34128
island,0.63978
islands,0.79224
isolated,0.64362
israel,0.65202
issue,0.77855
issued,0.42398
issues,0.51334
istockphoto,0.51301
italian,1.14943
italy,1.34573
itching,0.28521
itchy,1.10661
iu,0.64362
iv,0.4519
ivoire,0.79224
jack,0.85897
jama,0.19558
jamahiriya,0.79224
jamaica,0.79224
james,0.76976
jan,1.00063
jane,1.14815
january,1.00063
japan,0.72044
japanese,0.77271
jason,0.46692
javascript,0.75639
jaw,0.1968
jay,1.61938
jefferson,0.85928
jeffrey,0.53266
jennifer,0.88745
jersey,0.61442
jewish,1.43826
job,0.62137
joe,1.47863
joel,0.96748
johannes,0.64362
john,0.47323
johns,0.94048
johnson,1.09394
join,0.64286
joined,0.64286
joint,1.44591
joints,3.42135
jon,2.59743
jonathan,0.57163
jones,1.29274
jordan,1.13091
joseph,0.55628
joshua,0.51404
journal,0.65494
journals,1.29399
jr,3.04086
jude,0.28521
judgment,0.28369
juice,0.24255
julie,0.64362
july,0.60278
jump,1.73276
jumped,1.03248
jumping,0.64362
june,0.78747
jury,0.28521
justify,0.57163
juvenile,2.60086
karen,0.80434
karolinska,0.96748
katherine,0.25648
kathleen,0.55011
kazakhstan,0.73504
keep,0.7122
keeping,0.51865
keeps,0.67565
keith,1.19346
ken,0.25648
kenneth,0.25648
kenya,0.73504
kept,0.77393
kettering,0.31677
kevin,0.73504
key,0.91914
keytruda,3.12361
kick,0.55011
kid,0.36461
kidney,0.56387
kidneys,0.68547
kids,0.63921
kill,0.77881
killed,0.42521
killer,1.03262
killing,0.61912
kills,0.94921
kim,0.48054
kind,0.76441
kinds,0.60606
king,0.68547
kingdom,0.63823
kiribati,0.79224
kitts,0.79224
knee,1.67439
knees,3.36285
knew,0.74509
know,0.62227
knowing,0.49301
knowledge,0.49086
known,0.82336
knows,0.46003
kong,1.00358
korea,0.64133
kuwait,0.79224
kyrgyzstan,0.79224
la,0.85806
lab,0.70097
label,0.55803
labels,0.17028
labor,0.17028
laboratories,1.29526
laboratory,0.97392
labs,0.92077
lack,0.8268
lacking,1.85225
lake,1.72961
lancet,0.8715
landmark,0.11542
landscape,1.7265
langone,0.39185
language,0.69089
lanka,0.79224
laos,0.79224
laparoscopic,0.85928
large,0.69229
largely,0.73827
larger,0.79341
largest,0.87949
laser,1.86147
last,0.45588
lasted,1.21048
lasting,0.41133
lasts,0.71837
late,0.93521
later,0.71619
latest,0.6769
latimes,0.27909
latmelissahealy,0.1968
latter,0.31968
latvia,0.79224
launch,0.79224
launched,1.1767
laura,0.38316
law,1.39537
lawrence,0.1968
laws,0.57163
layer,1.29274
ldl,1.47154
lead,0.75894
leader,0.65702
leaders,0.57163
leading,0.749
leads,0.97978
leafy,0.46692
lean,3.12361
learn,0.80121
learned,0.87949
learning,1.3011
least,0.71316
leave,0.72926
leaves,1.00358
leaving,0.29326
lebanon,0.71378
led,0.83308
lee,0.67565
left,0.68674
leg,1.23974
legal,0.36596
legally,0.46692
legs,1.44785
legumes,0.57163
len,0.77271
length,0.54057
lengthy,0.85928
lenox,0.42957
lens,0.57163
leone,1.20731
lesion,3.36285
lesions,2.65778
lesotho,0.79224
less,0.62437
lessen,0.42766
lesson,0.28521
lessons,0.64362
leste,0.79224
let,0.77527
lethal,0.13398
lets,0.36596
letter,0.14154
letters,0.99242
leukemia,0.81838
level,1.13332
levels,1.13624
liberia,0.68547
library,0.74095
libyan,0.79224
licensed,0.44407
lichtenfeld,0.51404
liechtenstein,0.79224
lies,0.51404
life,0.9231
lifelong,2.27688
lifesaving,0.23297
lifestyle,0.62217
lifetime,0.45509
lift,1.29399
lifting,1.14815
light,0.82819
lights,0.51404
like,0.72824
likelihood,0.63901
likely,0.80952
lilly,0.46692
limb,1.10661
limit,0.95479
limitation,0.33234
limitations,0.47381
limited,0.70519
limiting,0.69996
limits,1.48276
linda,1.81849
line,0.60544
lines,1.39537
lining,1.62608
link,0.63921
linked,0.83109
linking,0.23297
links,0.73504
lipid,1.14815
lipitor,0.59291
liquid,0.9276
lisa,0.96748
list,0.64995
listed,0.42766
listen,1.47863
lists,0.23297
literally,0.85897
literature,0.24255
lithuania,0.79224
little,0.65899
live,0.91316
lived,0.31677
liver,1.15082
lives,0.89196
living,0.4948
loading,0.81251
local,1.03304
located,1.94742
location,0.79224
locations,0.79224
london,2.40321
long,0.61364
longer,0.65815
longest,0.64209
longevity,0.99242
look,0.62368
looked,0.87043
looking,0.77068
looks,0.4344
los,0.54799
lose,0.65022
losing,0.47228
loss,0.84909
lost,0.52306
lot,0.67472
lots,0.69089
louis,0.59029
love,0.76976
loved,0.73504
low,0.81625
lower,0.71287
lowered,0.9573
lowering,0.8963
lowers,0.64209
lowest,0.68276
ltd,0.70188
lucia,0.68547
lucky,1.81849
lunch,0.77271
lung,1.06981
lungs,0.69405
luxembourg,0.99242
ly,0.19305
lymph,0.68547
lymphoma,1.1073
lynn,0.57163
macao,0.79224
macedonia,0.79224
machine,0.76054
machines,1.13091
macular,0.59291
madagascar,0.73504
made,0.60288
magic,0.40786
magnesium,0.64362
magnetic,1.88816
magnitude,0.85897
mail,0.28889
main,0.58194
mainly,0.37702
mainstream,0.51301
maintain,0.68
maintained,1.13091
maintaining,0.55011
maintenance,0.99242
major,0.75078
majority,0.70932
make,0.68346
maker,0.5276
makers,0.28567
makes,0.70084
makeup,0.57163
making,0.63973
malawi,0.73504
malaysia,0.73504
maldives,0.79224
male,0.62045
males,2.27688
mali,0.79224
malignancies,1.10661
malignancy,2.02222
malignant,1.89185
malta,0.79224
malvinas,0.79224
mammogram,1.08802
mammograms,0.96706
mammography,1.08802
man,0.69663
manage,1.38475
managed,0.81251
management,0.62137
manager,0.73504
managing,0.61442
manhattan,1.17481
manufactured,0.34128
manufacturer,0.78863
manufacturers,0.33234
manufacturing,0.96748
many,0.46424
marc,0.85928
march,0.97722
margin,1.10661
maria,0.48054
mariana,0.79224
marijuana,1.19346
marino,0.85867
mark,0.93126
marked,0.67565
markedly,1.47863
marker,2.12772
markers,1.49123
market,0.69606
marketed,0.67213
marketing,0.63666
markets,0.17028
marks,2.37505
marrow,0.40786
marshall,0.92077
martin,0.77271
martinique,0.79224
mary,0.98276
maryland,0.38316
mass,0.73682
massachusetts,0.60278
massage,0.30063
massive,0.64286
mastectomy,1.10661
match,1.1073
matched,0.99242
material,0.5279
materials,1.95356
maternal,0.18259
mathematical,0.64362
matt,1.61938
matter,1.33369
matters,0.64209
matthew,0.92077
maugh,0.77271
mauritania,0.79224
mauritius,0.79224
max,0.64362
maximum,0.73504
may,0.73908
maybe,1.00063
mayen,0.79224
mayo,0.57342
mayotte,0.79224
md,1.07899
meal,0.98276
meals,0.64056
mean,0.64202
meaning,0.72566
meaningful,0.56795
means,0.48674
meant,1.045
meantime,0.69996
meanwhile,0.56421
measurable,0.23297
measure,0.84058
measured,0.93126
measurement,1.07602
measurements,2.02222
measures,0.82754
measuring,1.24933
meat,0.98276
mechanical,0.64362
mechanism,0.65702
mechanisms,0.85806
media,0.98276
median,0.58764
medical,0.61395
medically,0.57163
medicare,0.30717
medication,0.915
medications,0.63465
medicinal,0.73504
medicine,0.60397
medicines,0.57291
meditation,0.93784
mediterranean,0.99242
medium,0.85897
medtronic,0.96727
meet,0.41097
meeting,0.94512
meetings,0.77725
melanoma,0.67213
melbourne,0.79224
melinda,0.77271
melissa,0.85867
member,0.69605
members,0.60361
memorial,0.58764
memories,0.30063
memory,1.06151
men,0.83981
menopausal,0.77124
menopause,0.98246
menstrual,0.85837
mental,0.5349
mentioned,1.14815
merck,1.38475
merits,3.12361
message,0.24007
messages,0.64286
met,1.25997
meta,0.60382
metabolic,0.73043
metabolism,0.65702
metal,1.17481
metastatic,0.96706
metformin,0.25648
method,1.11886
methodology,0.93784
methods,0.83987
mexico,0.61442
mg,0.98629
miami,1.13866
mice,1.22208
michael,0.78067
michigan,1.13866
microbes,1.85225
micrograms,0.23297
micronesia,0.79224
microscope,0.64286
microscopic,0.96727
mid,1.12157
middle,0.82392
might,0.58565
migraine,1.59814
migraines,2.39805
mike,1.43826
mild,0.79327
milder,0.59291
miles,1.29526
milestone,0.57163
military,1.7265
milk,0.65702
miller,1.20731
milligram,0.64286
milligrams,0.5024
million,0.92221
millions,0.81742
mimic,1.17481
mind,1.02535
minds,0.85928
mineral,0.48054
minerals,1.81849
minimal,1.2037
minimally,1.831
minimize,0.51301
minn,0.53936
minneapolis,0.85928
minnesota,0.42644
minor,0.42521
minority,0.18259
minute,0.98782
minutes,0.67531
miquelon,0.79224
miracle,0.68547
miscarriage,1.47863
miserable,1.20731
miss,0.96706
missed,0.58205
missing,0.40996
mistake,0.64362
mitchell,0.18259
mix,0.26853
mixed,0.65202
mixture,1.7265
mobile,4.18276
mobility,1.29336
model,0.82879
models,1.50577
moderate,0.8406
moderately,0.70188
modern,0.38316
modest,0.40166
modified,0.68547
moldova,0.79224
molecular,0.85714
molecule,0.54721
molecules,0.79698
mom,0.60382
moment,0.78344
moms,0.28521
monaco,0.73504
monday,0.80725
money,0.55637
mongolia,0.79224
monica,0.21338
monitor,1.19858
monitored,0.88174
monitoring,1.51812
monitors,1.29399
montefiore,0.26853
montenegro,0.79224
month,0.62505
monthly,0.55793
months,0.8076
montserrat,0.79224
mood,0.97978
moreover,0.51197
morning,1.09624
morocco,0.79224
mortality,0.44913
mostly,0.42728
mother,1.04337
mothers,0.46746
motion,1.89185
motivated,0.51404
motivation,0.21338
motor,0.5698
mount,0.76162
mountain,1.10661
mouse,2.61822
mouth,0.67692
move,0.9608
moved,1.1246
movement,0.62045
movements,0.81838
moving,1.03333
mozambique,0.79224
mozes,0.68547
mr,0.83267
mri,1.61951
mris,3.48276
ms,0.5276
msn,1.65181
much,0.67697
mucus,0.36596
multi,3.27381
multiple,0.66876
multivitamins,0.25648
muscle,1.13561
muscles,1.01923
muscular,1.10661
music,2.31609
must,0.70241
mutation,0.98629
mutations,1.0497
myanmar,0.79224
myers,1.14943
mysterious,0.85928
mystery,0.64286
nam,0.79224
name,0.7648
named,1.03276
namely,1.7265
names,0.30063
namibia,0.79224
narrow,0.85897
narrowed,1.47863
narrowing,0.64362
nasal,1.42928
nasty,0.57163
nation,0.75639
national,0.67738
nationally,0.64362
nations,0.64362
nationwide,0.51197
natural,1.14828
naturally,0.73043
nature,1.4343
nauru,0.79224
nausea,0.42728
navigate,1.7265
near,1.50857
nearby,0.4519
nearly,0.53704
necessarily,0.5945
necessary,0.5372
neck,1.10941
need,0.75431
needed,0.89202
needing,0.85928
needle,0.90172
needles,1.08802
needs,0.7156
negative,0.92365
neither,0.55803
nepal,0.92077
nerve,0.86721
nerves,1.2037
nervous,0.99234
net,0.21338
netherlands,1.03304
network,0.82276
neural,0.59291
neurodegenerative,2.60086
neurological,0.98782
neurologist,0.69089
neurologists,0.39444
neurology,0.72444
neurons,0.90962
neuroscience,1.53971
neuroscientist,0.51404
neurotransmitter,0.64362
neurotransmitters,0.28521
never,0.65337
nevertheless,1.03248
nevis,0.79224
new,0.82396
newborn,0.93784
newborns,0.46692
newer,0.53928
newest,0.96748
newly,0.85683
news,1.09496
newsletter,0.51924
newsletters,0.43025
newsweek,0.68547
next,0.76513
nhs,5.23276
nicaragua,0.79224
nice,1.13866
nicholas,1.14815
niger,0.79224
nigeria,0.99242
night,1.00375
nights,0.46692
nih,0.71378
nine,0.76682
niue,0.79224
nobody,0.51197
nodes,0.68547
noise,0.51404
non,1.12316
none,0.45614
nonetheless,0.64209
noninvasive,1.0329
nonprofit,0.76054
nonsteroidal,0.70188
nonsurgical,1.10661
norfolk,0.73504
normal,0.90173
normally,0.91462
north,0.82596
northern,1.16122
northwestern,1.23377
norway,0.33846
norwegian,0.25648
nose,1.00995
note,0.44884
noted,0.69083
notes,0.52513
nothing,0.42908
notice,1.10661
noticeable,0.85928
noticed,1.41818
noting,0.36052
notion,0.1595
nov,0.95479
novartis,0.69016
novel,1.34352
november,0.88174
npr,0.61028
nsaid,1.85225
nsaids,0.93784
number,0.62098
numbers,0.52446
numbness,0.39444
numerous,0.67565
nurse,0.63978
nurses,0.69802
nursing,0.85867
nutrient,0.85837
nutrients,0.76976
nutrition,0.70965
nutritional,0.61028
nuts,0.76054
nyu,0.31823
obese,0.4948
obesity,0.63187
object,0.51404
objective,0.85837
objects,1.29274
observation,1.19346
observational,0.45503
observations,0.51404
observe,0.25648
observed,0.59146
obsessive,0.57163
obstetrician,0.42766
obstetricians,0.24255
obstetrics,0.9276
obstructive,1.47863
obtained,0.85837
obvious,0.45503
obviously,1.1073
occasional,0.35914
occasionally,0.23297
occupied,0.68547
occur,1.19189
occurred,0.47163
occurring,1.29462
occurs,1.21806
oct,1.51812
october,1.07854
odds,0.44333
offer,0.73256
offered,0.63348
offering,1.045
offers,0.49475
office,0.79295
officer,0.56142
offices,0.79224
official,0.42766
officials,0.26541
often,0.7232
oh,1.29336
ohio,0.91991
oil,0.43928
oils,0.46465
ok,0.36325
ol,1.09425
old,0.89626
older,0.80311
oldest,0.28521
olds,0.96748
olive,0.64209
oman,0.79224
omega,0.76054
oncologist,0.25171
oncologists,0.55011
oncology,0.68912
one,0.58835
ones,0.66488
ongoing,0.52808
online,0.47622
onset,0.56795
onto,0.64056
opdivo,2.59743
open,1.01036
opened,0.68547
opening,0.64209
opens,1.94742
operating,0.96727
operation,0.90844
operations,1.59074
ophthalmologist,0.51404
ophthalmology,0.5698
opinion,0.85867
opioid,0.30063
opioids,0.42766
opportunities,0.25648
opportunity,1.07768
opposed,1.0635
opposite,1.14815
opt,0.25861
optimal,1.21805
optimism,1.7265
optimistic,0.47228
option,0.53838
options,0.67281
oral,0.96619
orally,0.73504
orange,0.92077
order,0.79553
ordered,0.1595
org,0.85837
organ,0.78214
organic,0.96748
organization,0.70751
organizations,0.64209
organs,0.94921
original,0.76976
originally,0.67565
orlando,1.5129
orleans,2.08276
orthopaedic,1.29274
orthopedic,1.08802
osteoarthritis,1.80179
osteoporosis,0.65702
others,0.58319
otherwise,1.88409
otis,0.23297
ounce,0.77271
ounces,0.68547
outcome,0.79303
outcomes,0.6448
outpatient,1.29399
outset,0.1968
outside,0.61301
outweigh,0.54057
outweighed,0.51404
ovarian,1.19599
ovaries,1.65181
overall,0.61144
overcome,1.20731
overdose,0.51404
overnight,1.07602
overuse,1.03248
overweight,0.62045
overwhelming,0.68547
owned,0.64286
owns,0.21338
oxford,1.1246
oxidative,3.12361
oxygen,1.23974
pa,0.77271
pace,0.5698
pacemaker,0.85867
pack,0.28369
package,0.77271
packed,2.22747
page,0.55628
paid,0.35118
pain,1.06356
painful,0.96619
painkiller,0.64362
painkillers,0.44407
painless,1.47863
pains,0.96748
pair,1.72961
pakistan,0.92077
palau,0.79224
palestinian,0.79224
pan,0.96748
panacea,0.25648
panama,0.79224
pancreas,2.21422
pancreatic,1.29526
panel,0.56041
paper,0.74216
papers,0.85867
papua,0.73504
paradigm,0.64362
paraguay,0.79224
parent,0.9373
parents,0.93506
paris,0.64362
